resume_text,job_description,match_score,matched_skills,missing_skills,fit_category
"Nikhil is a Full Stack Developer professional based in Pune with 7 years of experience. Education: MCA. Skills include REST API, CSS, Git, React, Node.js, JavaScript. Experience includes integrate databases, create backend APIs.","We are hiring a Full Stack Developer. Required skills: HTML, React, Git, Python, SQL, JavaScript, Docker. Responsibilities include build responsive web applications, integrate databases, develop frontend components. The role requires approximately 4+ years of relevant experience.",55,"React, Git, JavaScript","HTML, Python, SQL, Docker",Potential Fit
"Rahul is a Data Scientist professional based in Noida with 7 years of experience. Education: B.E. in Information Technology. Skills include Machine Learning, Pandas. Experience includes build predictive models, create data visualizations.","We are hiring a Data Scientist. Required skills: Scikit-learn, NumPy, Python, TensorFlow, Machine Learning, SQL. Responsibilities include clean and analyze datasets, create data visualizations, perform statistical analysis. The role requires approximately 1+ years of relevant experience.",30,Machine Learning,"Scikit-learn, NumPy, Python, TensorFlow, SQL",No Fit
"Rahul is a ML Engineer professional based in Noida with 5 years of experience. Education: MCA. Skills include SQL, TensorFlow, Scikit-learn, Machine Learning, AWS, FastAPI. Experience includes monitor model performance, prepare training data.","We are hiring a ML Engineer. Required skills: Python, SQL, Machine Learning, FastAPI, Git. Responsibilities include develop machine learning pipelines, deploy models as APIs, monitor model performance. The role requires approximately 0+ years of relevant experience.",69,"SQL, Machine Learning, FastAPI","Python, Git",Potential Fit
"Meera is a Python Developer professional based in Ahmedabad with 2 years of experience. Education: B.Tech in Computer Science. Skills include Django, Python, REST API, Docker, Git, FastAPI, Unit Testing. Experience includes design REST APIs, write Python code.","We are hiring a Python Developer. Required skills: SQL, PostgreSQL, Flask, Git, Django, REST API, Docker, Python. Responsibilities include write Python code, develop backend services, design REST APIs. The role requires approximately 3+ years of relevant experience.",66,"Git, Django, REST API, Docker, Python","SQL, PostgreSQL, Flask",Potential Fit
"Kiran is a Data Analyst professional based in Mumbai with 1 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Statistics, Data Visualization, Matplotlib, Excel, Pandas, SQL, Data Cleaning, Power BI. Experience includes identify trends, analyze business data.","We are hiring a Data Analyst. Required skills: Matplotlib, Data Cleaning, Statistics, Python, Excel, Data Visualization, Pandas. Responsibilities include write SQL queries, build dashboards, identify trends. The role requires approximately 0+ years of relevant experience.",89,"Matplotlib, Data Cleaning, Statistics, Excel, Data Visualization, Pandas",Python,Good Fit
"Ishita is a Full Stack Developer professional based in Noida with 0 years of experience. Education: B.Sc. in Computer Science. Skills include Node.js, JavaScript, CSS, SQL. Experience includes integrate databases, build responsive web applications.","We are hiring a Full Stack Developer. Required skills: React, Python, Docker, REST API, SQL, CSS, JavaScript. Responsibilities include build responsive web applications, develop frontend components, create backend APIs. The role requires approximately 0+ years of relevant experience.",57,"SQL, CSS, JavaScript","React, Python, Docker, REST API",Potential Fit
"Vikram is a AI Engineer professional based in Noida with 7 years of experience. Education: B.Tech in Computer Science. Skills include Transformers, Git. Experience includes process unstructured data, train deep learning models.","We are hiring a AI Engineer. Required skills: Scikit-learn, Python, Computer Vision, FastAPI, Deep Learning. Responsibilities include train deep learning models, process unstructured data, deploy inference services. The role requires approximately 1+ years of relevant experience.",15,None,"Scikit-learn, Python, Computer Vision, FastAPI, Deep Learning",No Fit
"Sneha is a AI Engineer professional based in Hyderabad with 5 years of experience. Education: B.E. in Information Technology. Skills include Deep Learning, TensorFlow, FastAPI, Transformers, NLP, Python. Experience includes develop AI solutions, process unstructured data.","We are hiring a AI Engineer. Required skills: Deep Learning, Computer Vision, TensorFlow, Scikit-learn, FastAPI, PyTorch. Responsibilities include deploy inference services, process unstructured data, train deep learning models. The role requires approximately 1+ years of relevant experience.",61,"Deep Learning, TensorFlow, FastAPI","Computer Vision, Scikit-learn, PyTorch",Potential Fit
"Vikram is a Full Stack Developer professional based in Chennai with 5 years of experience. Education: M.Sc. in Data Science. Skills include Python, REST API, SQL, React, CSS, Node.js. Experience includes create backend APIs, integrate databases.","We are hiring a Full Stack Developer. Required skills: Docker, JavaScript, REST API, Git, Python, Node.js. Responsibilities include create backend APIs, develop frontend components, integrate databases. The role requires approximately 3+ years of relevant experience.",57,"REST API, Python, Node.js","Docker, JavaScript, Git",Potential Fit
"Meera is a Cloud Engineer professional based in Noida with 7 years of experience. Education: MCA. Skills include Terraform, Linux, Azure. Experience includes monitor systems, manage cloud infrastructure.","We are hiring a Cloud Engineer. Required skills: Docker, Kubernetes, CI/CD, Networking, Python, AWS. Responsibilities include manage cloud infrastructure, configure containerized services, monitor systems. The role requires approximately 3+ years of relevant experience.",17,None,"Docker, Kubernetes, CI/CD, Networking, Python, AWS",No Fit
"Ishita is a Full Stack Developer professional based in Mysuru with 2 years of experience. Education: M.Sc. in Data Science. Skills include Node.js, Docker. Experience includes build responsive web applications, create backend APIs.","We are hiring a Full Stack Developer. Required skills: REST API, Node.js, Python, SQL, React, Git. Responsibilities include integrate databases, build responsive web applications, develop frontend components. The role requires approximately 0+ years of relevant experience.",28,Node.js,"REST API, Python, SQL, React, Git",No Fit
"Rahul is a Cloud Engineer professional based in Bengaluru with 8 years of experience. Education: B.Tech in Computer Science. Skills include Linux, Git, AWS, Terraform, Docker, Networking. Experience includes monitor systems, automate deployments.","We are hiring a Cloud Engineer. Required skills: Git, Azure, Python, Docker, Networking, CI/CD, Kubernetes, AWS. Responsibilities include manage cloud infrastructure, monitor systems, configure containerized services. The role requires approximately 3+ years of relevant experience.",59,"Git, Docker, Networking, AWS","Azure, Python, CI/CD, Kubernetes",Potential Fit
"Meera is a Data Scientist professional based in Bengaluru with 1 years of experience. Education: B.E. in Information Technology. Skills include TensorFlow, Scikit-learn, SQL, Python, Pandas, Statistics, Matplotlib, Power BI, NumPy. Experience includes create data visualizations, perform statistical analysis.","We are hiring a Data Scientist. Required skills: Python, SQL, Matplotlib, NumPy, Pandas. Responsibilities include clean and analyze datasets, build predictive models, perform statistical analysis. The role requires approximately 0+ years of relevant experience.",97,"Python, SQL, Matplotlib, NumPy, Pandas",None,Good Fit
"Vikram is a Data Scientist professional based in Pune with 6 years of experience. Education: B.E. in Information Technology. Skills include SQL, Python, Scikit-learn, Power BI, Machine Learning, Pandas, Matplotlib, TensorFlow, NumPy. Experience includes perform statistical analysis, build predictive models.","We are hiring a Data Scientist. Required skills: Pandas, Statistics, SQL, Power BI, TensorFlow, Python. Responsibilities include build predictive models, clean and analyze datasets, perform statistical analysis. The role requires approximately 1+ years of relevant experience.",87,"Pandas, SQL, Power BI, TensorFlow, Python",Statistics,Good Fit
"Vikram is a Python Developer professional based in Chennai with 8 years of experience. Education: B.E. in Information Technology. Skills include Unit Testing, Git, PostgreSQL. Experience includes develop backend services, integrate databases.","We are hiring a Python Developer. Required skills: Git, Docker, Django, Unit Testing, PostgreSQL. Responsibilities include design REST APIs, develop backend services, integrate databases. The role requires approximately 2+ years of relevant experience.",69,"Git, Unit Testing, PostgreSQL","Docker, Django",Potential Fit
"Ananya is a Python Developer professional based in Noida with 0 years of experience. Education: MCA. Skills include FastAPI, Unit Testing, PostgreSQL, Django. Experience includes develop backend services, write Python code.","We are hiring a Python Developer. Required skills: Git, Flask, FastAPI, Python, REST API, Docker, SQL. Responsibilities include develop backend services, design REST APIs, integrate databases. The role requires approximately 4+ years of relevant experience.",16,FastAPI,"Git, Flask, Python, REST API, Docker, SQL",No Fit
"Aarav is a ML Engineer professional based in Kochi with 6 years of experience. Education: B.Tech in Computer Science. Skills include Scikit-learn, FastAPI, TensorFlow, AWS, Docker, SQL, PyTorch. Experience includes monitor model performance, prepare training data.","We are hiring a ML Engineer. Required skills: SQL, AWS, Git, FastAPI, PyTorch, Machine Learning, Scikit-learn. Responsibilities include prepare training data, monitor model performance, deploy models as APIs. The role requires approximately 3+ years of relevant experience.",73,"SQL, AWS, FastAPI, PyTorch, Scikit-learn","Git, Machine Learning",Potential Fit
"Rahul is a Backend Developer professional based in Pune with 0 years of experience. Education: B.E. in Information Technology. Skills include REST API, PostgreSQL, Unit Testing, Python, Java, Docker, Spring Boot, SQL. Experience includes design APIs, optimize database queries.","We are hiring a Backend Developer. Required skills: Git, Spring Boot, PostgreSQL, Docker, SQL, Python. Responsibilities include optimize database queries, implement authentication, design APIs. The role requires approximately 0+ years of relevant experience.",87,"Spring Boot, PostgreSQL, Docker, SQL, Python",Git,Good Fit
"Rohit is a Data Analyst professional based in Pune with 6 years of experience. Education: MCA. Skills include Python, Matplotlib, Excel, Data Visualization, SQL. Experience includes write SQL queries, identify trends.","We are hiring a Data Analyst. Required skills: Data Visualization, Statistics, SQL, Python, Power BI. Responsibilities include build dashboards, analyze business data, identify trends. The role requires approximately 4+ years of relevant experience.",67,"Data Visualization, SQL, Python","Statistics, Power BI",Potential Fit
"Neha is a Python Developer professional based in Bengaluru with 3 years of experience. Education: B.Tech in Computer Science. Skills include Docker, FastAPI, Unit Testing, Flask, Git, PostgreSQL, REST API, SQL. Experience includes integrate databases, write Python code.","We are hiring a Python Developer. Required skills: Git, SQL, Python, Unit Testing, PostgreSQL, Docker, Flask, FastAPI. Responsibilities include design REST APIs, integrate databases, write Python code. The role requires approximately 3+ years of relevant experience.",90,"Git, SQL, Unit Testing, PostgreSQL, Docker, Flask, FastAPI",Python,Good Fit
"Ishita is a Cloud Engineer professional based in Bengaluru with 2 years of experience. Education: MCA. Skills include Docker, Kubernetes, Terraform, Networking. Experience includes automate deployments, manage cloud infrastructure.","We are hiring a Cloud Engineer. Required skills: Git, Python, Terraform, Docker, Linux. Responsibilities include automate deployments, manage cloud infrastructure, configure containerized services. The role requires approximately 5+ years of relevant experience.",40,"Terraform, Docker","Git, Python, Linux",No Fit
"Neha is a Backend Developer professional based in Noida with 1 years of experience. Education: B.Tech in Computer Science. Skills include SQL, REST API, Git, Redis, PostgreSQL, Docker, Unit Testing. Experience includes develop scalable backend services, implement authentication.","We are hiring a Backend Developer. Required skills: Unit Testing, PostgreSQL, REST API, Python, Java, Docker, Spring Boot, SQL. Responsibilities include implement authentication, develop scalable backend services, optimize database queries. The role requires approximately 4+ years of relevant experience.",53,"Unit Testing, PostgreSQL, REST API, Docker, SQL","Python, Java, Spring Boot",Potential Fit
"Aditya is a ML Engineer professional based in Ahmedabad with 1 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Scikit-learn, Git. Experience includes develop machine learning pipelines, deploy models as APIs.","We are hiring a ML Engineer. Required skills: Machine Learning, Python, Docker, Scikit-learn, PyTorch, TensorFlow, Git, SQL. Responsibilities include prepare training data, monitor model performance, deploy models as APIs. The role requires approximately 2+ years of relevant experience.",31,"Scikit-learn, Git","Machine Learning, Python, Docker, PyTorch, TensorFlow, SQL",No Fit
"Sneha is a AI Engineer professional based in Mumbai with 4 years of experience. Education: M.Sc. in Data Science. Skills include Git, Deep Learning, TensorFlow, PyTorch. Experience includes develop AI solutions, process unstructured data.","We are hiring a AI Engineer. Required skills: Transformers, Git, PyTorch, Computer Vision, TensorFlow, FastAPI, NLP, Python. Responsibilities include develop AI solutions, deploy inference services, train deep learning models. The role requires approximately 2+ years of relevant experience.",46,"Git, PyTorch, TensorFlow","Transformers, Computer Vision, FastAPI, NLP, Python",No Fit
"Aditya is a AI Engineer professional based in Bengaluru with 6 years of experience. Education: M.Sc. in Data Science. Skills include NLP, Git. Experience includes train deep learning models, deploy inference services.","We are hiring a AI Engineer. Required skills: PyTorch, Transformers, Deep Learning, NLP, TensorFlow. Responsibilities include train deep learning models, process unstructured data, develop AI solutions. The role requires approximately 1+ years of relevant experience.",38,NLP,"PyTorch, Transformers, Deep Learning, TensorFlow",No Fit
"Kiran is a ML Engineer professional based in Kochi with 8 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Docker, PyTorch, Scikit-learn, TensorFlow, Machine Learning, AWS, Python. Experience includes deploy models as APIs, monitor model performance.","We are hiring a ML Engineer. Required skills: Scikit-learn, FastAPI, Machine Learning, SQL, TensorFlow, Python, PyTorch, Docker. Responsibilities include deploy models as APIs, prepare training data, monitor model performance. The role requires approximately 4+ years of relevant experience.",76,"Scikit-learn, Machine Learning, TensorFlow, Python, PyTorch, Docker","FastAPI, SQL",Good Fit
"Kiran is a Data Scientist professional based in Delhi with 6 years of experience. Education: M.Tech in Artificial Intelligence. Skills include NumPy, Machine Learning, Scikit-learn, Statistics. Experience includes perform statistical analysis, build predictive models.","We are hiring a Data Scientist. Required skills: Scikit-learn, Machine Learning, NumPy, SQL, TensorFlow, Power BI, Python, Statistics. Responsibilities include build predictive models, clean and analyze datasets, perform statistical analysis. The role requires approximately 3+ years of relevant experience.",61,"Scikit-learn, Machine Learning, NumPy, Statistics","SQL, TensorFlow, Power BI, Python",Potential Fit
"Sneha is a Python Developer professional based in Hyderabad with 6 years of experience. Education: M.Sc. in Data Science. Skills include REST API, Unit Testing, SQL, PostgreSQL. Experience includes integrate databases, develop backend services.","We are hiring a Python Developer. Required skills: REST API, SQL, Git, Flask, PostgreSQL, FastAPI, Django, Python. Responsibilities include write Python code, develop backend services, integrate databases. The role requires approximately 3+ years of relevant experience.",48,"REST API, SQL, PostgreSQL","Git, Flask, FastAPI, Django, Python",No Fit
"Meera is a ML Engineer professional based in Ahmedabad with 2 years of experience. Education: M.Sc. in Data Science. Skills include Git, Machine Learning, Scikit-learn, PyTorch. Experience includes deploy models as APIs, develop machine learning pipelines.","We are hiring a ML Engineer. Required skills: Machine Learning, PyTorch, TensorFlow, SQL, FastAPI, Git. Responsibilities include prepare training data, monitor model performance, deploy models as APIs. The role requires approximately 5+ years of relevant experience.",49,"Machine Learning, PyTorch, Git","TensorFlow, SQL, FastAPI",No Fit
"Kiran is a Data Analyst professional based in Hyderabad with 2 years of experience. Education: B.E. in Information Technology. Skills include Statistics, Power BI, Data Visualization, Tableau, Python, SQL, Pandas, Matplotlib. Experience includes build dashboards, write SQL queries.","We are hiring a Data Analyst. Required skills: Matplotlib, Data Cleaning, Data Visualization, Excel, Python, Power BI, Tableau, Pandas. Responsibilities include identify trends, analyze business data, write SQL queries. The role requires approximately 1+ years of relevant experience.",78,"Matplotlib, Data Visualization, Python, Power BI, Tableau, Pandas","Data Cleaning, Excel",Good Fit
"Vikram is a Data Scientist professional based in Noida with 8 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Scikit-learn, SQL, TensorFlow, Python. Experience includes create data visualizations, perform statistical analysis.","We are hiring a Data Scientist. Required skills: Power BI, Scikit-learn, Statistics, NumPy, Machine Learning, Matplotlib, Python, Pandas. Responsibilities include build predictive models, clean and analyze datasets, perform statistical analysis. The role requires approximately 1+ years of relevant experience.",42,"Scikit-learn, Python","Power BI, Statistics, NumPy, Machine Learning, Matplotlib, Pandas",No Fit
"Aarav is a Data Scientist professional based in Kochi with 2 years of experience. Education: M.Tech in Artificial Intelligence. Skills include SQL, Pandas, Statistics. Experience includes clean and analyze datasets, perform statistical analysis.","We are hiring a Data Scientist. Required skills: Machine Learning, Matplotlib, Statistics, TensorFlow, SQL, NumPy, Scikit-learn, Pandas. Responsibilities include clean and analyze datasets, create data visualizations, perform statistical analysis. The role requires approximately 1+ years of relevant experience.",46,"Statistics, SQL, Pandas","Machine Learning, Matplotlib, TensorFlow, NumPy, Scikit-learn",No Fit
"Kiran is a Cloud Engineer professional based in Kochi with 8 years of experience. Education: B.Tech in Computer Science. Skills include CI/CD, Terraform, Linux, Docker. Experience includes configure containerized services, monitor systems.","We are hiring a Cloud Engineer. Required skills: Azure, Docker, Linux, CI/CD, Python, Networking, Git, Terraform. Responsibilities include automate deployments, configure containerized services, monitor systems. The role requires approximately 1+ years of relevant experience.",60,"Docker, Linux, CI/CD, Terraform","Azure, Python, Networking, Git",Potential Fit
"Arjun is a Data Scientist professional based in Bengaluru with 2 years of experience. Education: B.E. in Information Technology. Skills include Statistics, NumPy, Scikit-learn, Machine Learning, Pandas, SQL, Matplotlib, Power BI. Experience includes build predictive models, create data visualizations.","We are hiring a Data Scientist. Required skills: Machine Learning, Pandas, Matplotlib, Statistics, NumPy, Power BI, Scikit-learn, SQL. Responsibilities include build predictive models, clean and analyze datasets, create data visualizations. The role requires approximately 5+ years of relevant experience.",86,"Machine Learning, Pandas, Matplotlib, Statistics, NumPy, Power BI, Scikit-learn, SQL",None,Good Fit
"Kavya is a Backend Developer professional based in Delhi with 8 years of experience. Education: B.Sc. in Computer Science. Skills include SQL, Spring Boot. Experience includes design APIs, develop scalable backend services.","We are hiring a Backend Developer. Required skills: Java, REST API, Redis, PostgreSQL, Unit Testing. Responsibilities include implement authentication, design APIs, develop scalable backend services. The role requires approximately 3+ years of relevant experience.",14,None,"Java, REST API, Redis, PostgreSQL, Unit Testing",No Fit
"Kiran is a Backend Developer professional based in Chennai with 3 years of experience. Education: B.Tech in Computer Science. Skills include Unit Testing, Java, REST API, Docker, Git, Python, Spring Boot, PostgreSQL. Experience includes implement authentication, design APIs.","We are hiring a Backend Developer. Required skills: Docker, Git, Spring Boot, PostgreSQL, SQL. Responsibilities include optimize database queries, design APIs, implement authentication. The role requires approximately 4+ years of relevant experience.",77,"Docker, Git, Spring Boot, PostgreSQL",SQL,Good Fit
"Kavya is a Backend Developer professional based in Mumbai with 1 years of experience. Education: B.Tech in Computer Science. Skills include Docker, PostgreSQL, Redis, REST API, Java, Python, Git, Unit Testing. Experience includes design APIs, develop scalable backend services.","We are hiring a Backend Developer. Required skills: Python, Unit Testing, Docker, REST API, Git, Java, SQL, Redis. Responsibilities include optimize database queries, implement authentication, design APIs. The role requires approximately 1+ years of relevant experience.",89,"Python, Unit Testing, Docker, REST API, Git, Java, Redis",SQL,Good Fit
"Nikhil is a Full Stack Developer professional based in Noida with 1 years of experience. Education: M.Sc. in Data Science. Skills include SQL, Node.js, REST API, CSS, HTML, Git, Python, JavaScript, React. Experience includes develop frontend components, build responsive web applications.","We are hiring a Full Stack Developer. Required skills: JavaScript, CSS, React, Node.js, Python, Git. Responsibilities include build responsive web applications, create backend APIs, integrate databases. The role requires approximately 4+ years of relevant experience.",90,"JavaScript, CSS, React, Node.js, Python, Git",None,Good Fit
"Meera is a Full Stack Developer professional based in Noida with 0 years of experience. Education: B.Tech in Computer Science. Skills include REST API, JavaScript, Git, Node.js, Docker, HTML, Python, React, CSS. Experience includes build responsive web applications, create backend APIs.","We are hiring a Full Stack Developer. Required skills: Node.js, SQL, REST API, Git, Docker, CSS, React, JavaScript. Responsibilities include build responsive web applications, develop frontend components, create backend APIs. The role requires approximately 4+ years of relevant experience.",74,"Node.js, REST API, Git, Docker, CSS, React, JavaScript",SQL,Potential Fit
"Arjun is a Data Analyst professional based in Delhi with 2 years of experience. Education: MCA. Skills include Pandas, Python, Matplotlib, SQL, Statistics, Tableau, Excel. Experience includes identify trends, write SQL queries.","We are hiring a Data Analyst. Required skills: Python, Pandas, Power BI, Tableau, Matplotlib, Data Cleaning, Statistics. Responsibilities include write SQL queries, identify trends, analyze business data. The role requires approximately 5+ years of relevant experience.",65,"Python, Pandas, Tableau, Matplotlib, Statistics","Power BI, Data Cleaning",Potential Fit
"Ananya is a ML Engineer professional based in Noida with 1 years of experience. Education: B.Tech in Computer Science. Skills include Python, FastAPI. Experience includes deploy models as APIs, develop machine learning pipelines.","We are hiring a ML Engineer. Required skills: Git, Python, Scikit-learn, Docker, PyTorch, TensorFlow. Responsibilities include deploy models as APIs, prepare training data, monitor model performance. The role requires approximately 0+ years of relevant experience.",28,Python,"Git, Scikit-learn, Docker, PyTorch, TensorFlow",No Fit
"Priya is a Backend Developer professional based in Kochi with 2 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Java, Git, Spring Boot. Experience includes develop scalable backend services, design APIs.","We are hiring a Backend Developer. Required skills: Docker, Java, Unit Testing, Redis, SQL, PostgreSQL, Spring Boot, REST API. Responsibilities include design APIs, develop scalable backend services, implement authentication. The role requires approximately 2+ years of relevant experience.",35,"Java, Spring Boot","Docker, Unit Testing, Redis, SQL, PostgreSQL, REST API",No Fit
"Rahul is a Backend Developer professional based in Chennai with 1 years of experience. Education: MCA. Skills include Python, Java, Redis, SQL, Git, REST API, Docker, Spring Boot. Experience includes develop scalable backend services, implement authentication.","We are hiring a Backend Developer. Required skills: Java, SQL, Docker, Git, Spring Boot, Python, Unit Testing, PostgreSQL. Responsibilities include develop scalable backend services, implement authentication, design APIs. The role requires approximately 0+ years of relevant experience.",80,"Java, SQL, Docker, Git, Spring Boot, Python","Unit Testing, PostgreSQL",Good Fit
"Rahul is a Backend Developer professional based in Mumbai with 8 years of experience. Education: B.Tech in Computer Science. Skills include Unit Testing, Docker, Redis, Spring Boot, Java. Experience includes develop scalable backend services, optimize database queries.","We are hiring a Backend Developer. Required skills: Java, Redis, Python, PostgreSQL, REST API, Spring Boot, Unit Testing, Git. Responsibilities include design APIs, implement authentication, optimize database queries. The role requires approximately 5+ years of relevant experience.",58,"Java, Redis, Spring Boot, Unit Testing","Python, PostgreSQL, REST API, Git",Potential Fit
"Rohit is a Full Stack Developer professional based in Mysuru with 2 years of experience. Education: M.Tech in Artificial Intelligence. Skills include REST API, SQL, JavaScript, Python, Node.js. Experience includes integrate databases, create backend APIs.","We are hiring a Full Stack Developer. Required skills: HTML, Git, Docker, SQL, JavaScript, Node.js, React. Responsibilities include integrate databases, develop frontend components, build responsive web applications. The role requires approximately 1+ years of relevant experience.",56,"SQL, JavaScript, Node.js","HTML, Git, Docker, React",Potential Fit
"Priya is a ML Engineer professional based in Mumbai with 1 years of experience. Education: B.Sc. in Computer Science. Skills include AWS, Git, Docker, SQL, TensorFlow, Scikit-learn, Python, FastAPI, PyTorch. Experience includes prepare training data, monitor model performance.","We are hiring a ML Engineer. Required skills: FastAPI, Scikit-learn, Python, Machine Learning, SQL. Responsibilities include develop machine learning pipelines, monitor model performance, deploy models as APIs. The role requires approximately 5+ years of relevant experience.",71,"FastAPI, Scikit-learn, Python, SQL",Machine Learning,Potential Fit
"Arjun is a ML Engineer professional based in Mumbai with 7 years of experience. Education: M.Sc. in Data Science. Skills include Machine Learning, SQL, Docker, AWS. Experience includes prepare training data, develop machine learning pipelines.","We are hiring a ML Engineer. Required skills: AWS, FastAPI, TensorFlow, Git, Python, PyTorch, Docker. Responsibilities include deploy models as APIs, develop machine learning pipelines, monitor model performance. The role requires approximately 1+ years of relevant experience.",40,"AWS, Docker","FastAPI, TensorFlow, Git, Python, PyTorch",No Fit
"Sneha is a ML Engineer professional based in Kochi with 8 years of experience. Education: B.Tech in Computer Science. Skills include Machine Learning, Docker. Experience includes prepare training data, deploy models as APIs.","We are hiring a ML Engineer. Required skills: Machine Learning, AWS, TensorFlow, SQL, FastAPI, Git, Scikit-learn, PyTorch. Responsibilities include deploy models as APIs, monitor model performance, prepare training data. The role requires approximately 5+ years of relevant experience.",31,Machine Learning,"AWS, TensorFlow, SQL, FastAPI, Git, Scikit-learn, PyTorch",No Fit
"Sneha is a Backend Developer professional based in Pune with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Spring Boot, Java, REST API, PostgreSQL, Unit Testing, Docker, Python, Redis. Experience includes optimize database queries, develop scalable backend services.","We are hiring a Backend Developer. Required skills: PostgreSQL, Java, Unit Testing, Python, Redis, Git, Spring Boot. Responsibilities include optimize database queries, implement authentication, develop scalable backend services. The role requires approximately 0+ years of relevant experience.",89,"PostgreSQL, Java, Unit Testing, Python, Redis, Spring Boot",Git,Good Fit
"Ishita is a Data Scientist professional based in Chennai with 8 years of experience. Education: M.Sc. in Data Science. Skills include Python, Machine Learning, TensorFlow, Pandas, Statistics. Experience includes build predictive models, create data visualizations.","We are hiring a Data Scientist. Required skills: Statistics, Matplotlib, Scikit-learn, Python, Power BI, SQL, Pandas. Responsibilities include create data visualizations, perform statistical analysis, clean and analyze datasets. The role requires approximately 1+ years of relevant experience.",54,"Statistics, Python, Pandas","Matplotlib, Scikit-learn, Power BI, SQL",Potential Fit
"Neha is a ML Engineer professional based in Bengaluru with 2 years of experience. Education: B.Sc. in Computer Science. Skills include SQL, Git, TensorFlow, PyTorch, Scikit-learn, AWS, Docker, Machine Learning, FastAPI. Experience includes monitor model performance, deploy models as APIs.","We are hiring a ML Engineer. Required skills: Python, SQL, FastAPI, Scikit-learn, Git, Machine Learning, Docker, AWS. Responsibilities include develop machine learning pipelines, monitor model performance, deploy models as APIs. The role requires approximately 5+ years of relevant experience.",78,"SQL, FastAPI, Scikit-learn, Git, Machine Learning, Docker, AWS",Python,Good Fit
"Meera is a Full Stack Developer professional based in Hyderabad with 7 years of experience. Education: M.Sc. in Data Science. Skills include HTML, JavaScript, Python, CSS, SQL, Git, Docker, Node.js. Experience includes build responsive web applications, integrate databases.","We are hiring a Full Stack Developer. Required skills: REST API, JavaScript, CSS, Python, SQL, React, Docker. Responsibilities include integrate databases, create backend APIs, build responsive web applications. The role requires approximately 4+ years of relevant experience.",76,"JavaScript, CSS, Python, SQL, Docker","REST API, React",Good Fit
"Ishita is a Full Stack Developer professional based in Chennai with 8 years of experience. Education: B.E. in Information Technology. Skills include React, JavaScript. Experience includes build responsive web applications, create backend APIs.","We are hiring a Full Stack Developer. Required skills: REST API, Node.js, Python, JavaScript, Git, SQL, Docker, HTML. Responsibilities include develop frontend components, create backend APIs, integrate databases. The role requires approximately 4+ years of relevant experience.",29,JavaScript,"REST API, Node.js, Python, Git, SQL, Docker, HTML",No Fit
"Kavya is a Cloud Engineer professional based in Bengaluru with 0 years of experience. Education: B.Sc. in Computer Science. Skills include Terraform, Kubernetes, Azure, Docker, CI/CD, Python, Git, AWS, Networking. Experience includes manage cloud infrastructure, monitor systems.","We are hiring a Cloud Engineer. Required skills: Terraform, Networking, AWS, CI/CD, Python, Git, Docker, Linux. Responsibilities include monitor systems, automate deployments, configure containerized services. The role requires approximately 5+ years of relevant experience.",72,"Terraform, Networking, AWS, CI/CD, Python, Git, Docker",Linux,Potential Fit
"Nikhil is a Data Scientist professional based in Delhi with 5 years of experience. Education: M.Sc. in Data Science. Skills include Matplotlib, SQL, Power BI, Python, Pandas. Experience includes build predictive models, clean and analyze datasets.","We are hiring a Data Scientist. Required skills: NumPy, Power BI, Python, TensorFlow, Scikit-learn, Machine Learning, Matplotlib, SQL. Responsibilities include perform statistical analysis, clean and analyze datasets, build predictive models. The role requires approximately 0+ years of relevant experience.",57,"Power BI, Python, Matplotlib, SQL","NumPy, TensorFlow, Scikit-learn, Machine Learning",Potential Fit
"Rahul is a Cloud Engineer professional based in Ahmedabad with 1 years of experience. Education: B.E. in Information Technology. Skills include Git, Terraform. Experience includes manage cloud infrastructure, automate deployments.","We are hiring a Cloud Engineer. Required skills: CI/CD, Linux, Networking, Terraform, Kubernetes, AWS, Python, Docker. Responsibilities include monitor systems, automate deployments, configure containerized services. The role requires approximately 5+ years of relevant experience.",16,Terraform,"CI/CD, Linux, Networking, Kubernetes, AWS, Python, Docker",No Fit
"Vikram is a Python Developer professional based in Pune with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include SQL, PostgreSQL. Experience includes write Python code, develop backend services.","We are hiring a Python Developer. Required skills: Git, Docker, FastAPI, Django, Flask. Responsibilities include design REST APIs, develop backend services, integrate databases. The role requires approximately 4+ years of relevant experience.",14,None,"Git, Docker, FastAPI, Django, Flask",No Fit
"Aditya is a Python Developer professional based in Mysuru with 1 years of experience. Education: MCA. Skills include Docker, Django. Experience includes develop backend services, integrate databases.","We are hiring a Python Developer. Required skills: Flask, Docker, SQL, Git, Python, FastAPI, REST API. Responsibilities include design REST APIs, develop backend services, integrate databases. The role requires approximately 2+ years of relevant experience.",23,Docker,"Flask, SQL, Git, Python, FastAPI, REST API",No Fit
